file_in_zip,doc_id,ext,num_pages,docket_id,date_guess,doc_type_guess,title_snippet
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0550-0001_B__Braun_Medical__Inc____Citizen_Petition.pdf,76f00ed2a1df,pdf,3,FDA-2011-P-0550,2011,petition,"Suitability Petition to ANDA 18-681, Lactated Ringers for Irrigation Cover letter 131 BRAUN June 27, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 RE: ANDA 018681/0008 Lactated Ringer's Irrigation in PICTM (Plastic Irrigation Container) Submission Type: Suitability Petition Manufacturing Site: B. Braun Medical Inc., Irvine, CA Number of Volumes: 1 / Size: 12 Megabytes Suitability Petition…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0550-0002_Acknowledgement_Letter_to_B__Braun_Medical__Inc_.pdf,58f0f7508cfe,pdf,1,FDA-2011-P-0550,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 July 15, 2011 ALE 6aPY Rebecca Stolarick, Director B. Braun Medical, Inc. 901 Marcon Boulevard Allentown, PA 18109 Dear Ms. Stolarick: Your Petition to the Food and Drug Administration to permit the filing of an Abbreviated New Drug Application for Lactated Ringers's Irrigation in PlC TM (Plastic Irrigation Container), was received by this office on 07/15/2011. It was assigned docket numb…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0550-0003_B_Braun_Medical_Inc_Withdrawal_of_Citizen_Petition.pdf,acc54f623d51,pdf,4,FDA-2011-P-0550,2011,petition,"Suitability Petition to ANDA 18-681, Lactated Ringers for Irrigation Cover letter August 2, 2012 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061, HFA-305 Rockville , MD 20852 Dockets Management RE: Docket#: FDA-2011-P-0550-0001/CP Lactated Ringer's Irrigation in PIC™ (Plastic Irrigation Container) Submission Type: Withdraw of Suitability Petition Manufacturing Site: B. Braun Medical Inc., Irvine, CA Number of Volum…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0551-0001_B__Braun_Medical__Inc____Citizen_Petition.pdf,cf9298829943,pdf,3,FDA-2011-P-0551,2011,petition,"ANDA 019633 Sterile Water for Injection USP in EXCEL® Plastic Container Cover letter BIBRAUN June 27, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 RE: ANDA 019633/0008 Sterile Water for Injection USP in EXCEL® Plastic Container Submission Type: Suitability Petition Manufacturing Site: B. Braun Medical Inc., Irvine, CA Number of Volumes: 1 / Size: 11.1 Megabytes Suitability Petition The u…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0551-0002_Acknowledgement_Letter_to_B__Braun_Medical__Inc_.pdf,cfba6cc1b266,pdf,1,FDA-2011-P-0551,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY July 15, 2011 Rebecca Stolarick, Director B. Braun Medical, Inc. 901 Marcon Boulevard Allentown, PA 18109 Dear Ms. Stolarick: Your Petition to the Food and Drug Administration to permit the filing of an Abbreviated New Drug Application for sterile water for injection USP in excel® plastic container in a PBP, 2 liter size, was received by this office on 07/15/2011. It was assigne…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0551-0003_B_Braun_Medical_Inc_Amendment.pdf,0d9e6d31df0a,pdf,5,FDA-2011-P-0551,2011,petition,"ANDA 019633 Sterile Water for Injection USP in EXCEL® Plastic Container Cover letter 9 0 3 9 BJB R!UN A 9 :25 February 29, 2012 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 RE: Suitability Petition Docket #: FDA-2011-P-0551-0001/CP Sterile Water for Injection USP in EXCEL® Plastic Container (ANDA 019633) Submission Type: Amendment to Suitability Petition Docket #: FDA-2011-P-0551-0001/CP Manu…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0551-0004_B_Braun_Medical_Inc__Amendment.pdf,b66ef0b7c2b7,pdf,4,FDA-2011-P-0551,2011,petition,"ANDA 019633 Sterile Water for Injection USP in EXCEL@ Plastic Container 40 Cover letter B I BRAUN March 29, 2012 41Division of Dockets Management 7011 MAR 30 P 12: 08 Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 RE: Suitability Petition Docket #: FDA-2011-P-0551-0001/CP Sterile Water for Injection USP in EXCEL@ Plastic Container (ANDA 019633) Submission Type: Amendment to Suitability Petition Docket #: FDA-2011-P-0551-0001…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0551-0005_B__Braun_Medical_Inc_Withdrawal_of_Citizen_Petitio.pdf,b2e3df91bbf3,pdf,1,FDA-2011-P-0551,2011,petition,"Suitability Petition to ANDA 019633 Sterile Water for Injection USP Cover letter August 2, 2012 Division ofDockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville , MD 20852 RE: Docket#: FDA-2011-P-0551-0001/CP Sterile Water for Injection USP in EXCEL® Plastic Container (ANDA 019633) Submission Type: Withdraw of Suitability Petition Manufacturing Site: B. Braun Medical Inc., Irvine, CA Number of Volumes: 1 I Size: 6.4 Megaby…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0552-0001_Robert_Wagner___Citizen_Petition_2_.pdf,2434e291f682,pdf,4,FDA-2011-P-0552,2011,petition,"Division of Dockets Management July 11,2011 Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, rm. 1061 20\\ JUL \ q P 3:\ 5Rockville, MD 20852 i Citizen Petition The undersigned submits this petition under 21 C.F.R. § 1000.15(b), 21 C.F.R. § 10.30 of the Radiation Control for Health and Safety Act of 1968 to request the Commissioner ofFood and Drugs to issue a regulation related to outdoor luminaires (outdoor lighting products). A. Action requested Outdoor …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0552-0002_Acknowledgement_Letter_to_Robert_Wagner_2_.pdf,578cf005dda9,pdf,1,FDA-2011-P-0552,2011,petition,"oria Ortega Division of Dockets Management Office of Public Information and Library Services Office of Shared Services Office of Management ""stRVICrs DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY July 19, 2011 Robert Wagner Dear Mr. Wagner: Your Petition to the Food and Drug Administration requesting to issue a regulation related to outdoor luminaires (outdoor lighting products), was received by this office on 07/19/2011. I…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0552-0003_Robert_Wagner_to_FDA_s_Division_of_Dockets_Managem.pdf,d31001fed3b5,pdf,3,FDA-2011-P-0552,2011,petition,"F-P4Division of Dockets Management December 1, 2011 Food and Drug Administration 8395 11 gm -6 P5 :04 Department of Health and Human Services 5630 Fishers Lane, rm. 1061 Rockville, MD 20852 RE: Additional Information for Docket: FDA-2011-P-0552-0001/CP related to outdoor luminaires filed on 7/19/2011 Dear FDA, In October I submitted the attached additional information fer my petition. To date have not received an acknowledgment of its receipt. I am resending this and requesting a formal acknowl…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0552-0004_FDA_CDRH_Response_to_Robert_Wagner___Petition_Deni.pdf,385d44003d4d,pdf,2,FDA-2011-P-0552,2011,petition,"~S¡'RVI('I:':S.('~""':/DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service DEC 1 6 2011Food and Drug Administration 1 0903 New Hampshire A venue Silver Spring, MD 20993 Mr. Robert Wagner RE: Citizen Petition- Docket Number FDA-2011-P-0552 Dear Mr. Wagner: This is in response to your petition dated July 11, 2011 and filed by the Food and Drug Administration on July 19, 2011. In your petition, you request that FDA issue a regulation related to outdoor luminaires (outdoor lighting products)…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0558-0001_Attachment_1___Orange_Book__Approved_Drug_Products.pdf,19c6a0809e8f,pdf,16,FDA-2011-P-0558,2011,other,"LACHMAN CONSULTANT SERVICES, INC Westbury, NY 11590 ATTACHMENT 1 A077507 AB No GLIPIZIDE; METFORMINTABLET; 5MG;500MG GLIPIZIDE AND COREPHARMA ORAL METFORMIN Active Ingredient Search Page 1 of 15 Quick Links: Skip to main page content Skip to Search Skip to Topics Menu Skip to Common Links Orange Book: Approved Drug Products with Therapeutic Equivalence Evaluations Active Ingredient Search Results from ""OB_Rx"" table for query on ""metformin."" Appl TE RID Active Dosage Strength Proprietary Applica…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0558-0002_Acknowledgement_Letter_to_Lachman_Consultant_Servi.pdf,e2c31aa76924,pdf,1,FDA-2011-P-0558,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 July 22, 2011 Robert W. Pollock Executive Vice President Lachman Consultant Services, Inc. 1600 Stewart Avenue Westbury, NY 11590 Dear Mr. Pollock:FIL 'I. COPY Your petition to the Food and Drug Administration requesting to declare that the drug products, Metformin Hydrochloride Chewable Tables, 500 mg, 850 mg, and 1 g are suitable for consideration in an Abbreviated New Drug Application …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0558-0003_FDA_CDER_to_Lachman_Consultant_Services_Inc__Petit.pdf,43d7781ecbd6,pdf,2,FDA-2011-P-0558,2011,petition,"' ~o;uwJc.r s . . (' l. DEPARTMENT OF HEALTH & HUMAN SERVICES '""'•-.::::::z.~ Lachman Consultant Services, Inc. Attention: Robert Pollock 1600 Stewart A venue . Westbury, NY 11590 Dear Mr. Pollock: SEP 2 7 2012 Food and Drug Administration Rockville MD 20857 ZOIZ OCT -I A q: 1 1 Docket No. FDA-2011-P-0558 This is in response to your petition filed on July 22, 2011 requesting permission to file an Abbreviated New Drug Application (ANDA) for the following drug product: Metformin Hydrochloride Che…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0561-0001_American_Bakers_Association__ABA____Citizen_Petiti.pdf,a79fc859e4ba,pdf,11,FDA-2011-P-0561,2011,petition,"(gei/ American Bakers Association The Voice of the Baking Industry Since 1897 July 22, 2011 2 H JUL 2 b A 1i:'03 Dockets Management Branch Food and Drug Administration 5630 Fishers Lane, Room 1061 Rockville, MD 20852 CITIZEN PETITION Dear Sir/Madam: The American Bakers Association (""ABA"") and the undersigned petitioners (collectively, ""Petitioners"") hereby submit this Citizen Petition under 21 C.F.R. § 10.30 to request that the Commissioner of Food and Drugs take the action requested below. ABA…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0561-0002_Acknowledgement_letter_to_American_Bakers_Associat.pdf,cd5645437e84,pdf,1,FDA-2011-P-0561,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 July 26, 2011 FIE COPY Lee Sanders, CAE Senior Vice President American Bakers Association 1300 I Street, NW, Suite 700 Washington, DC 20005 Dear Mr. Sanders: Your petition to the Food and Drug Administration to promulgate regulations to exempt from compliance facilities that are solely engaged in the storage of packaged foods, was received by this office on 07/26/2011. It was assigned doc…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0561-0005_Withdrawal_from_American_Bakers_Association.pdf,ce4f6bae6aaa,pdf,2,FDA-2011-P-0561,2011,petition,"By Electronic Mail May 16, 2016 Dockets Management Branch Food and Drug Administration 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Withdrawal of Petition for Exemption from Requirements under Section 418 of the FDCA for Facilities Storing Packaged Foods (Docket No. FDA -2011 -P-0561 ) Dear Sir/Madam : In July 2011, t he American Bakers Association (“ABA”) , on behalf of its members and other food industry associations,1 petitioned the Food and Drug Administration (“FDA ”) for an exempt…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0565-0001_LEO_Pharma__Inc___Covington___Burling_LLP____Citiz.pdf,f0120a27da2c,pdf,25,FDA-2011-P-0565,2011,petition,"research based, people driven LEO Pharma Inc. 4699 11 IL 22 P12 :26 July 21, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 CITIZEN PETITION The undersigned submits this petition on behalf of LEO Pharma, Inc. (LEO or the Company) in accordance with section 505(q) of the Federal Food, Drug, and Cosmetic Act (FDCA or the statute) and 21 C.F.R. § 10.30 to request that the Commissioner of Food…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0565-0002_Acknowledgement_Letter_to_LEO_Pharma__Inc____Covin.pdf,550b90eb37e2,pdf,1,FDA-2011-P-0565,2011,petition,"July 22, 2011 Peter 0. Safir Convington & Burling LLP. 1201 Pennsylvania Avenue, NW Washington, DC 20004-2401flit COPY DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service ""Food and Drug Administration Rockville MD 20857 Dear Mr. Safir: Your petition, submitted on behalf of LEO Pharma Inc., to the Food and Drug Administration requesting to refrain from approving any abbreviated new drug application (ANDA) for which Taclonex® Ointment (calcipotriene 0.005% and betamethasone dipropionate 0…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0565-0003_FDA_2011_P_0565_CP_Response_final_.pdf,d68c50959cef,pdf,14,FDA-2011-P-0565,2011,petition,"~, SERVICe."",+.;+t-.. ~.J''' ~ -Ø. ~""'+""-:~EDepartment of Health and Human Services Food and Drug Administration 10903 New Hampshire Ave Building 51 Silver Spring, MD 20993 John Koconis President and Chief Executive Officer LEO Pharma, Inc. 1 Sylvan Way Parsippany, NJ 07054JAN 1 8 2012 Re: Docket Nos. FDA-2011-P-0565 and FDA-2011-P-0593 Dear Mr. Koconis: This letter responds to two citizen petitions received by the Food and Drug Administration (FDA or the Agency) from LEO Pharma, Inc. (LEO) reg…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0573-0002_Acknowledgement_Letter_to_RJ_Reynolds_Tobacco_Comp.pdf,6daf27ca1a1e,pdf,1,FDA-2011-P-0573,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 July 29, 2011 FILECDPY Martin L. Holton, III Executive Vice President RJ Reynolds Tobacco Company American Snuff Company, LLC P.O. Box 2959 Winston-Salem, NC 27102 Dear Mr. Holton: Your petition to the Food and Drug Administration requesting to initiate a rulemaking procedure to adjust the text of a smokeless tobacco (""ST"") product warning label statement, was received by this office on 0…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0573-0003_FDA_CTP_Interim_Response_to__J_Reynolds_Tobacco_Co.pdf,2883b02ecddf,pdf,1,FDA-2011-P-0573,2011,response/decision,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0573-0005_RJ_Reynolds_Tobacco_Company_LLC_RJRT_American_Snuf.pdf,4c628d5626df,pdf,51,FDA-2011-P-0573,2011,petition,"e(7Reynolds RH JUL 29 A 9 : 51Martin L. Holton III Executive Vice President & General Counsel Winston-Salem, NC 27102 336-741-0644 Fax: 336-728-4773 July 28, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Rm. 1061 Rockville, MD 20852 Citizen Petition This petition is submitted under Section 3 of the Comprehensive Smokeless Tobacco Health Education Act (""CSTHEA""), 15 U.S.C. §§ 4401-4408 (2011), as amended by Sections 20…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0573-0006_R_J__Reynolds_Tobacco_Company_RJRT_Supplement.pdf,ef5388a399f5,pdf,9,FDA-2011-P-0573,2011,petition,"(Reynolds El PI I' Martin L. 11oIton III rxecutive Vice President & General C'ounsel Winston-Salem. N(' 27102 336-741-0644 Fax: 336-728-4773 August 21, 2012 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Rm. 1061 Rockville, MD 20852 Re: FDA Docket No. FDA-2011-P-0573-0001/CP Supplement to Citizen Petition R.J. Reynolds Tobacco Company (""RJRT"") and American Snuff Company, LLC (""ASC"") (collectively, ""Petitioners"") submitted t…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0573-0059_Citizen_Petition_Denial_Response_from_FDA_CTP_to_R.pdf,9ba829eba2dc,pdf,12,FDA-2011-P-0573,2011,petition,". ..>ISUV!c,1, ·•""+"""" ""~ t-f-~ DEPARTMENT OF HEALTH AND HUMAN SERVICES """"''+~ ~<t:rq(J Martin L. Holton III R.J. Reynolds Tobacco Company P.O. Box 2959 Winston-Salem, NC 27102 Dear Mr. Holton: May11,2015 Food and Drug Administration Center for Tobacco Products 10903 New Hampshire Avenue Silver Spring, MD 20993 Re: Docket No. FDA-2011-P-0573-0001/CP This letter responds to the citizen petition (FDA-2011-P-0573-0001 /CP) dated July 28,2011 (Petition) , and subsequent supplements , filed on behalf…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0575-0001_Warner_Chilcott_Company__LLC____Citizen_Petition.pdf,aa9fc7267801,pdf,22,FDA-2011-P-0575,2011,petition,"Izumi Hara Senior Vice President General Counsel Sa. , t Cn 4July 29, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 (HFA-305) Rockville, Maryland 20852 CITIZEN PETITION This Citizen Petition is submitted on behalf of Warner Chilcott Company, LLC (""Warner Chilcott"") under sections 505(j) and 505(q) of the Federal Food, Drug, and Cosmetic Act (""FDCA""), 21 U.S.C. §§ 355(j) and 355(q), and 21 C.F.R. §§ 10.30, 31…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0575-0002_Acknowledgement_Letter_to_Warner_Chilcott_Company_.pdf,68fc6549191f,pdf,1,FDA-2011-P-0575,2011,petition,"5ERV10Es . DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MID_i0g$ la "" August 1, 2011 lzumi Hara,Senior Vice President Warner Chilcott Company, LLC 100 Enterprise Drive Rockaway, NJ 07866 Dear Mr. Hara: Your petition to the Food and Drug Administration requesting to apply FDA's previously announced bioequivalence standards for delayed-release mesalamine 400 mg tablets, as well as to other ANDAs referencing an Asacol NDA, and not approve such …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0575-0003_FDA_CDER_to_Warner_Chilcott_Company__LLC___Petitio.pdf,ba7a24b948dc,pdf,4,FDA-2011-P-0575,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Food and Drug Administration \' Rockville MD 20857 0 NOV 3 0 2011 Izumi Hara Senior Vice President & General Counsel Warner Chilcott Company, LLC 100 Enterprise Drive Rockaway, NJ 07866 Re: Docket No. FDA-2011-P-0575 Dear Mr. Hara: This letter responds to your citizen petition dated July 29, 2011, requesting that the Commissioner of the Food and Drug Administration (FDA) apply FDA's previously announced bioequivalence standards for delayed-release mesalamin…"
